domain,email,source_url,source_type,source_kind,found_in,crawl_depth,confidence_score,confidence_label,reason_flags,sighting_count,verification_status,deliverability_confidence,resolved_company_domain,identity_confidence,delivery_state,confidence_band,finding_type
ignitedigital.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aignitedigital.com+%22%40ignitedigital.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,ignitedigital.com,40,valid,tier_b,observed
ignitedigital.com,hello@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,contact@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,sales@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,support@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,team@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,contact.us@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_first_dot_last,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,contactus@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_concat,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,info@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,70,medium,inferred_candidate|generic_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,hi@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,media@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,press@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,ignite.digital@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,ignitedigital@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,idigital@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,cus@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,privacy.policy@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,privacypolicy@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,ppolicy@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,terms.conditions@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,termsconditions@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,tconditions@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,get.quote@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,getquote@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
ignitedigital.com,gquote@ignitedigital.com,https://ignitedigital.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,ignitedigital.com,90,valid,tier_c,inferred
openmoves.com,sales@openmoves.com,https://openmoves.com/,httpx,site_page,microdata,0,100,high,site_source|useful_mailbox|domain_match_exact|sightings_3|verified|band:tier_a,3,verified,90,openmoves.com,90,valid,tier_a,observed
openmoves.com,nsales@openmoves.com,https://openmoves.com/contact/,httpx,site_page,microdata,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,openmoves.com,90,valid,tier_a,observed
openmoves.com,nsupport@openmoves.com,https://openmoves.com/contact/,httpx,site_page,microdata,1,100,high,site_source|contact_page|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,openmoves.com,90,valid,tier_a,observed
openmoves.com,support@openmoves.com,https://openmoves.com/contact/,httpx,site_page,html,1,100,high,site_source|contact_page|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_a,1,verified,90,openmoves.com,90,valid,tier_a,observed
openmoves.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Aopenmoves.com+%22%40openmoves.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,openmoves.com,40,valid,tier_b,observed
openmoves.com,hello@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,contact@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,team@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,contact.agency@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,contactagency@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,contact.us@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,contactus@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,77,high,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,info@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,70,medium,inferred_candidate|generic_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,hi@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,media@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,press@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,role_probe,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,openmoves.ny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,openmovesny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,ony@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,openmoves.email@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,openmovesemail@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,oemail@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,power.marketing@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,powermarketing@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,pmarketing@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,cagency@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,cus@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,about.ny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,aboutny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,any@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,about.us@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,aboutus@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,aus@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,leadership.ny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_first_dot_last,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,leadershipny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_concat,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
openmoves.com,lny@openmoves.com,https://openmoves.com/,inferred,pattern_inferred,pattern_f_initial,0,67,medium,inferred_candidate|untyped_mailbox|domain_match_exact|sightings_1|verified|band:tier_c,1,verified,90,openmoves.com,90,valid,tier_c,inferred
miguelanticonam.gumroad.com,error-lite@duckduckgo.com,https://duckduckgo.com/html/?q=site%3Amiguelanticonam.gumroad.com+%22%40miguelanticonam.gumroad.com%22,osint,search_snippet,snippet_regex,0,80,high,osint_source|untyped_mailbox|domain_mismatch|sightings_3|verified|band:tier_b,3,verified,90,miguelanticonam.gumroad.com,40,valid,tier_b,observed
miguelanticonam.gumroad.com,hello@miguelanticonam.gumroad.com,https://miguelanticonam.gumroad.com/l/premium-ai-powered-no-code,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,miguelanticonam.gumroad.com,90,unknown,tier_c,inferred
miguelanticonam.gumroad.com,contact@miguelanticonam.gumroad.com,https://miguelanticonam.gumroad.com/l/premium-ai-powered-no-code,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,miguelanticonam.gumroad.com,90,unknown,tier_c,inferred
miguelanticonam.gumroad.com,sales@miguelanticonam.gumroad.com,https://miguelanticonam.gumroad.com/l/premium-ai-powered-no-code,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,miguelanticonam.gumroad.com,90,unknown,tier_c,inferred
miguelanticonam.gumroad.com,support@miguelanticonam.gumroad.com,https://miguelanticonam.gumroad.com/l/premium-ai-powered-no-code,inferred,pattern_inferred,role_probe,0,46,low,inferred_candidate|useful_mailbox|domain_match_exact|sightings_1|risky|delivery_unknown|band:tier_c,1,risky,45,miguelanticonam.gumroad.com,90,unknown,tier_c,inferred
